StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,StateAssignedSchoolID,DistrictName,DistrictType,NCESDistrictID,StateAssignedDistrictID,EnrollmentTotal,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,Quarter,LearningModel,LearningModelGrK5,LearningModelGr68,LearningModelGr912,LearningModelStateCat,LearningModelStateCatGrK5,LearningModelStateCatGr68,LearningModelStateCatGr912,EnrollmentInPerson,EnrollmentHybrid,EnrollmentVirtual,StaffCount,StaffCountInPerson
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,26365,16856,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Frederick,Regular local school district,2400330,MD-10,43221,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,29822,13399,3858,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,937,1906,805,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,937,1906,805,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,937,1906,805,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,937,1906,805,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,3648,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Monthly,2/1/21,2/28/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,3/1/21,3/6/21,Q3,Virtual,Virtual,Virtual,Virtual,PreK-1: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr 2-12 [no change from virtual toward phased re-opening reported],,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,3/7/21,3/13/21,Q3,Virtual,Virtual,Virtual,Virtual,PreK-1: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr 2-12 [no change from virtual toward phased re-opening reported],,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Garrett,Regular local school district,2400360,MD-11,3648,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,3137,0,511,393,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,10160,27173,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,10160,27173,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,10160,27173,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,10160,27173,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,37333,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Monthly,2/1/21,2/28/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,3/1/21,3/6/21,Q3,Virtual,Hybrid,Virtual,Virtual,K-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-12:[no change from virtual toward phased reopening],,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,3/7/21,3/13/21,Q3,Virtual,Hybrid,Virtual,Virtual,K-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-12:[no change from virtual toward phased reopening],,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,K-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,K-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,K-5: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,K-12: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,K-12: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Harford,Regular local school district,2400390,MD-12,37333,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom,,,,0,23146,14187,3286,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,57293,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,57293,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,57293,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,57293,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,57293,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Monthly,2/1/21,2/28/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,3/1/21,3/6/21,Q3,Virtual,Virtual,Virtual,Virtual,All grades: eligible students can return in small groups,,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,3/7/21,3/13/21,Q3,Virtual,Virtual,Virtual,Virtual,All grades: eligible students can return in small groups,,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,3/14/21,3/20/21,Q3,Virtual,Hybrid,Virtual,Virtual,PK-2: Option of attending 1 or 2 days a week starting March 15; Gr 3-12: [no change from virtual toward phased reopening],,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,3/21/21,3/27/21,Q3,Virtual,Hybrid,Virtual,Virtual,PK-2: Option of attending 1 or 2 days a week starting March 15; Gr 3-12: [no change from virtual toward phased reopening],,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Virtual,Hybrid,"PK-6,9,12, ARL: Option of attending 1 or 2 days a week starting March 15; Gr 7-8,10-11: [no change from virtual toward phased reopening] (PreK-2), March 29 (3-6, 9, 12, and ARL), or April 12 (7-8 and 10-11).",,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Virtual,Hybrid,"PK-6,9,12, ARL: Option of attending 1 or 2 days a week starting March 15; Gr 7-8,10-11: [no change from virtual toward phased reopening] (PreK-2), March 29 (3-6, 9, 12, and ARL), or April 12 (7-8 and 10-11).",,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,4984,22671,29638,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Howard,Regular local school district,2400420,MD-13,57293,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,All grades: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom.,,,,8709,20282,28303,5798,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,91,815,906,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,10/1/20,10/31/20,Q1,Hybrid,Hybrid,Hybrid,Virtual,PreK-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr9-12: [no change toward phased re-opening reported],,,,91,815,906,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,11/1/20,11/30/20,Q2,Hybrid,Hybrid,Hybrid,Virtual,PreK-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr9-12: [no change toward phased re-opening reported],,,,91,815,906,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,12/1/20,12/31/20,Q2,Hybrid,Hybrid,Hybrid,Virtual,PreK-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr9-12: [no change toward phased re-opening reported],,,,91,815,906,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,1/1/21,1/31/21,Q2,Hybrid,Hybrid,Hybrid,Virtual,PreK-5: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr9-12: [no change toward phased re-opening reported],,,,965,517,330,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Monthly,2/1/21,2/28/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,3/1/21,3/6/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,3/7/21,3/13/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,3/14/21,3/20/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,3/21/21,3/27/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,3/28/21,4/3/21,Q3,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,4/11/21,4/17/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,381,725,707,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,4/18/21,4/24/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,4/25/21,5/1/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,5/2/21,5/8/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,5/9/21,5/15/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,5/16/21,5/22/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Kent,Regular local school district,2400450,MD-14,1812,Weekly,5/23/21,5/29/21,Q4,Hybrid,Hybrid,Hybrid,Hybrid,"PreK-5, 9-12: 2 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr6-8: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom",,,,1395,0,417,201,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,9/1/20,9/30/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,160564,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,10/1/20,10/31/20,Q1,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,160564,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,11/1/20,11/30/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,160564,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,12/1/20,12/31/20,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,160564,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,1/1/21,1/31/21,Q2,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,160564,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Monthly,2/1/21,2/28/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,3/1/21,3/6/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,3/7/21,3/13/21,Q3,Virtual,Virtual,Virtual,Virtual,[no change toward phased re-opening reported],,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,3/14/21,3/20/21,Q3,Virtual,Hybrid,Virtual,Virtual,"K-3: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; PK, Gr4-12: [no change from virtual]",,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,3/21/21,3/27/21,Q3,Virtual,Hybrid,Virtual,Virtual,"K-3: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; PK, Gr4-12: [no change from virtual]",,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,3/28/21,4/3/21,Q3,Virtual,Hybrid,Virtual,Virtual,"K-3: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; PK, Gr4-12: [no change from virtual]",,,,0,0,109184,15473,
Maryland,MD,District,No,,,,,Montgomery,Regular local school district,2400480,MD-15,160564,Weekly,4/4/21,4/10/21,Q4,Hybrid,Hybrid,Virtual,Virtual,"PreK-6,12: 4 full days per week of in-person instruction with a teacher face-to-face with their students in the classroom; Gr7-11: [no change from virtual]",,,,0,0,109184,15473,
